eBird_name,group_members,GBIF_name,GBIF_rank,GBIF_taxonKey
Anas georgica,['Anas georgica'],"Anas georgica J.F.Gmelin, 1789",SPECIES,2498127
Anas georgica georgica,['Anas georgica georgica'],Anas georgica georgica,SUBSPECIES,7191111
Anas georgica spinicauda/niceforoi,"['Anas georgica spinicauda', 'Anas georgica niceforoi']","['Anas georgica spinicauda Vieillot, 1816', 'Anas georgica niceforoi Wetmore & Borrero, 1946']","['SUBSPECIES', 'SUBSPECIES']","[9590348, 6178363]"
Anas crecca,['Anas crecca'],"Anas crecca Linnaeus, 1758",SPECIES,8214667
Anas crecca crecca,['Anas crecca crecca'],Anas crecca crecca,SUBSPECIES,9676266
Anas crecca carolinensis,['Anas crecca carolinensis'],"Anas crecca carolinensis J.F.Gmelin, 1789",SUBSPECIES,6178406
Anas andium,['Anas andium'],"Anas andium (P.L.Sclater & Salvin, 1873)",SPECIES,2498068
Anas andium altipetens,['Anas andium altipetens'],"Anas andium altipetens (Conover, 1941)",SUBSPECIES,6085478
Anas andium andium,['Anas andium andium'],Anas andium andium,SUBSPECIES,7340169
Anas flavirostris,['Anas flavirostris'],"Anas flavirostris Vieillot, 1816",SPECIES,2498065
Anas flavirostris flavirostris,['Anas flavirostris flavirostris'],Anas flavirostris flavirostris,SUBSPECIES,7191114
Anas flavirostris oxyptera,['Anas flavirostris oxyptera'],"Anas flavirostris oxyptera Meyen, 1834",SUBSPECIES,6178383
Anas theodori,['Anas theodori'],"Anas theodori E.Newton & Gadow, 1893",SPECIES,5788486
Anas albogularis,['Anas albogularis'],"Anas albogularis (Hume, 1873)",SPECIES,6085475
Anas gibberifrons,['Anas gibberifrons'],"Anas gibberifrons S.Müller, 1842",SPECIES,2498104
Anas gracilis,['Anas gracilis'],"Anas gracilis Buller, 1869",SPECIES,2498095
Anas castanea,['Anas castanea'],"Anas castanea (Eyton, 1838)",SPECIES,2498097
Anas bernieri,['Anas bernieri'],"Anas bernieri (Hartlaub, 1860)",SPECIES,2498117
Anas aucklandica,['Anas aucklandica'],"Anas aucklandica (G.R.Gray, 1844)",SPECIES,2498078
Anas nesiotis,['Anas nesiotis'],"Anas nesiotis (J.H.Fleming, 1935)",SPECIES,2498120
Anas chlorotis,['Anas chlorotis'],"Anas chlorotis G.R.Gray, 1845",SPECIES,2498063
Malacorhynchus membranaceus,['Malacorhynchus membranaceus'],"Malacorhynchus membranaceus (Latham, 1801)",SPECIES,5232435
Marmaronetta angustirostris,['Marmaronetta angustirostris'],"Marmaronetta angustirostris (Ménétries, 1832)",SPECIES,2498390
Rhodonessa caryophyllacea,['Rhodonessa caryophyllacea'],"Rhodonessa caryophyllacea (Latham, 1790)",SPECIES,2498189
Asarcornis scutulata,['Asarcornis scutulata'],"Asarcornis scutulata (S.Müller, 1842)",SPECIES,2498183
Netta rufina,['Netta rufina'],"Netta rufina (Pallas, 1773)",SPECIES,2498180
Netta erythrophthalma,['Netta erythrophthalma'],"Netta erythrophthalma (Wied-Neuwied, 1833)",SPECIES,2498177
Netta peposaca,['Netta peposaca'],"Netta peposaca (Vieillot, 1816)",SPECIES,2498181
Aythya valisineria,['Aythya valisineria'],"Aythya valisineria (A.Wilson, 1814)",SPECIES,2498256
Aythya americana,['Aythya americana'],"Aythya americana (Eyton, 1838)",SPECIES,2498263
Aythya ferina,['Aythya ferina'],"Aythya ferina (Linnaeus, 1758)",SPECIES,2498255
Aythya collaris,['Aythya collaris'],"Aythya collaris (Donovan, 1809)",SPECIES,2498264
Aythya nyroca,['Aythya nyroca'],"Aythya nyroca (Güldenstädt, 1770)",SPECIES,2498259
Aythya innotata,['Aythya innotata'],"Aythya innotata (Salvadori, 1894)",SPECIES,2498258
Aythya baeri,['Aythya baeri'],"Aythya baeri (Radde, 1863)",SPECIES,2498260
Aythya australis,['Aythya australis'],"Aythya australis (Eyton, 1838)",SPECIES,2498269
Aythya fuligula,['Aythya fuligula'],"Aythya fuligula (Linnaeus, 1758)",SPECIES,2498261
Aythya novaeseelandiae,['Aythya novaeseelandiae'],"Aythya novaeseelandiae (J.F.Gmelin, 1789)",SPECIES,2498262
Aythya marila,['Aythya marila'],"Aythya marila (Linnaeus, 1761)",SPECIES,2498265
Aythya affinis,['Aythya affinis'],"Aythya affinis (Eyton, 1838)",SPECIES,2498257
Polysticta stelleri,['Polysticta stelleri'],"Polysticta stelleri (Pallas, 1769)",SPECIES,5232431
Camptorhynchus labradorius,['Camptorhynchus labradorius'],"Camptorhynchus labradorius (J.F.Gmelin, 1789)",SPECIES,5232436
Somateria fischeri,['Somateria fischeri'],"Somateria fischeri (J.F.Brandt, 1847)",SPECIES,2498366
Somateria spectabilis,['Somateria spectabilis'],"Somateria spectabilis (Linnaeus, 1758)",SPECIES,2498350
Somateria mollissima,['Somateria mollissima'],"Somateria mollissima (Linnaeus, 1758)",SPECIES,2498352
Somateria mollissima mollissima,['Somateria mollissima mollissima'],Somateria mollissima mollissima,SUBSPECIES,7191109
Somateria mollissima faeroeensis,['Somateria mollissima faeroeensis'],"Somateria mollissima faeroeensis C.L.Brehm, 1831",SUBSPECIES,6178355
Somateria mollissima v-nigrum,['Somateria mollissima v-nigrum'],"Somateria mollissima v-nigrum Bonaparte & G.R.Gray, 1855",SUBSPECIES,6178351
Somateria mollissima dresseri,['Somateria mollissima dresseri'],"Somateria mollissima dresseri Sharpe, 1871",SUBSPECIES,6178353
Somateria mollissima borealis,['Somateria mollissima borealis'],"Somateria mollissima borealis (C.L.Brehm, 1824)",SUBSPECIES,6178354
Somateria mollissima sedentaria,['Somateria mollissima sedentaria'],"Somateria mollissima sedentaria Snyder, 1941",SUBSPECIES,6178350
Histrionicus histrionicus,['Histrionicus histrionicus'],"Histrionicus histrionicus (Linnaeus, 1758)",SPECIES,2498224
Melanitta perspicillata,['Melanitta perspicillata'],"Melanitta perspicillata (Linnaeus, 1758)",SPECIES,2498246
Melanitta fusca,['Melanitta fusca'],"Melanitta fusca (Linnaeus, 1758)",SPECIES,2498238
Melanitta deglandi,['Melanitta deglandi'],"Melanitta deglandi (Bonaparte, 1850)",SPECIES,2498243
Melanitta stejnegeri,['Melanitta stejnegeri'],"Melanitta stejnegeri (Ridgway, 1887)",SPECIES,10056448
Melanitta nigra,['Melanitta nigra'],"Melanitta nigra (Linnaeus, 1758)",SPECIES,2498247
Melanitta americana,['Melanitta americana'],"Melanitta americana (Swainson, 1832)",SPECIES,2498250
Clangula hyemalis,['Clangula hyemalis'],"Clangula hyemalis (Linnaeus, 1758)",SPECIES,2498273
Bucephala albeola,['Bucephala albeola'],"Bucephala albeola (Linnaeus, 1758)",SPECIES,2498329
Bucephala clangula,['Bucephala clangula'],"Bucephala clangula (Linnaeus, 1758)",SPECIES,2498326
Bucephala islandica,['Bucephala islandica'],"Bucephala islandica (J.F.Gmelin, 1789)",SPECIES,2498325
Mergellus albellus,['Mergellus albellus'],"Mergellus albellus (Linnaeus, 1758)",SPECIES,2498285
Lophodytes cucullatus,['Lophodytes cucullatus'],"Lophodytes cucullatus (Linnaeus, 1758)",SPECIES,2498408
Mergus australis,['Mergus australis'],"Mergus australis Hombron & Jacquinot, 1841",SPECIES,5232476
Mergus merganser,['Mergus merganser'],"Mergus merganser Linnaeus, 1758",SPECIES,9537647
Mergus merganser merganser/orientalis,"['Mergus merganser merganser', 'Mergus merganser orientalis']","['Mergus merganser merganser', 'Mergus merganser orientalis Gould, 1845']","['SUBSPECIES', 'SUBSPECIES']","[7191094, 5232477]"
Mergus merganser americanus,['Mergus merganser americanus'],"Mergus merganser americanus Cassin, 1852",SUBSPECIES,5232479
Mergus octosetaceus,['Mergus octosetaceus'],"Mergus octosetaceus Vieillot, 1817",SPECIES,5232480
Mergus serrator,['Mergus serrator'],"Mergus serrator Linnaeus, 1758",SPECIES,2498375
Mergus squamatus,['Mergus squamatus'],"Mergus squamatus Gould, 1864",SPECIES,5232483
Heteronetta atricapilla,['Heteronetta atricapilla'],"Heteronetta atricapilla (Merrem, 1841)",SPECIES,2497999
Nomonyx dominicus,['Nomonyx dominicus'],"Nomonyx dominicus (Linnaeus, 1766)",SPECIES,2498316
Oxyura jamaicensis,['Oxyura jamaicensis'],"Oxyura jamaicensis (J.F.Gmelin, 1789)",SPECIES,2498305
Oxyura ferruginea,['Oxyura ferruginea'],"Oxyura ferruginea (Eyton, 1838)",SPECIES,5232468
Oxyura ferruginea andina,['Oxyura ferruginea andina'],"Oxyura ferruginea andina Lehmann, 1946",SUBSPECIES,10758456
Oxyura ferruginea ferruginea,['Oxyura ferruginea ferruginea'],Oxyura ferruginea ferruginea,SUBSPECIES,10756975
Oxyura leucocephala,['Oxyura leucocephala'],"Oxyura leucocephala (Scopoli, 1769)",SPECIES,2498302
Oxyura maccoa,['Oxyura maccoa'],"Oxyura maccoa (Eyton, 1838)",SPECIES,5232470
Oxyura vittata,['Oxyura vittata'],"Oxyura vittata (Philippi, 1860)",SPECIES,5232469
Oxyura australis,['Oxyura australis'],"Oxyura australis Gould, 1837",SPECIES,5232471
Biziura lobata,['Biziura lobata'],"Biziura lobata (Shaw, 1796)",SPECIES,2498187
Alectura lathami,['Alectura lathami'],"Alectura lathami J.E.Gray, 1831",SPECIES,5229426
Alectura lathami purpureicollis,['Alectura lathami purpureicollis'],"Alectura lathami purpureicollis (Le Souef, 1898)",SUBSPECIES,5229428
Alectura lathami lathami,['Alectura lathami lathami'],Alectura lathami lathami,SUBSPECIES,5229427
Aepypodius arfakianus,['Aepypodius arfakianus'],"Aepypodius arfakianus (Salvadori, 1877)",SPECIES,2482104
Aepypodius bruijnii,['Aepypodius bruijnii'],"Aepypodius bruijnii (Oustalet, 1880)",SPECIES,2482103
Talegalla cuvieri,['Talegalla cuvieri'],"Talegalla cuvieri R.Lesson, 1828",SPECIES,2482159
Talegalla fuscirostris,['Talegalla fuscirostris'],"Talegalla fuscirostris Salvadori, 1877",SPECIES,2482162
Talegalla jobiensis,['Talegalla jobiensis'],"Talegalla jobiensis A.B.Meyer, 1874",SPECIES,2482156
Leipoa ocellata,['Leipoa ocellata'],"Leipoa ocellata Gould, 1840",SPECIES,2482152
Macrocephalon maleo,['Macrocephalon maleo'],"Macrocephalon maleo S.Müller, 1846",SPECIES,2482154
Eulipoa wallacei,['Eulipoa wallacei'],"Eulipoa wallacei (G.R.Gray, 1861)",SPECIES,2482112
Megapodius pritchardii,['Megapodius pritchardii'],"Megapodius pritchardii G.R.Gray, 1864",SPECIES,2482140
Megapodius laperouse,['Megapodius laperouse'],"Megapodius laperouse Gaimard, 1823",SPECIES,2482128
Megapodius nicobariensis,['Megapodius nicobariensis'],"Megapodius nicobariensis Blyth, 1846",SPECIES,2482115
Megapodius cumingii,['Megapodius cumingii'],"Megapodius cumingii Dillwyn, 1853",SPECIES,2482131
Megapodius bernsteinii,['Megapodius bernsteinii'],"Megapodius bernsteinii Schlegel, 1866",SPECIES,2482142
Megapodius tenimberensis,['Megapodius tenimberensis'],"Megapodius tenimberensis P.L.Sclater, 1883",SPECIES,2482125
Megapodius freycinet,['Megapodius freycinet'],"Megapodius freycinet Gaimard, 1823",SPECIES,2482147
Megapodius freycinet [freycinet Group],"['Megapodius freycinet quoyii', 'Megapodius freycinet freycinet', 'Megapodius freycinet oustaleti']","['Megapodius freycinet quoyii G.R.Gray, 1862', 'Megapodius freycinet freycinet', 'Megapodius freycinet oustaleti Roselaar, 1994']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6177911, 6177910, 6177912]"
Megapodius freycinet forsteni/buruensis,"['Megapodius freycinet buruensis', 'Megapodius freycinet forsteni']","['Megapodius freycinet buruensis Stresemann, 1914', 'Megapodius freycinet forsteni G.R.Gray, 1847']","['SUBSPECIES', 'SUBSPECIES']","[8845394, 8960766]"
Megapodius geelvinkianus,['Megapodius geelvinkianus'],"Megapodius geelvinkianus A.B.Meyer, 1874",SPECIES,2482127
Megapodius eremita,['Megapodius eremita'],"Megapodius eremita Hartlaub, 1868",SPECIES,2482143
Megapodius layardi,['Megapodius layardi'],"Megapodius layardi Tristram, 1879",SPECIES,2482139
Megapodius decollatus,['Megapodius decollatus'],"Megapodius decollatus Oustalet, 1878",SPECIES,2482126
Megapodius reinwardt,['Megapodius reinwardt'],"Megapodius reinwardt Dumont, 1823",SPECIES,2482118
Ortalis vetula,['Ortalis vetula'],"Ortalis vetula (Wagler, 1830)",SPECIES,5229429
Ortalis cinereiceps,['Ortalis cinereiceps'],"Ortalis cinereiceps G.R.Gray, 1867",SPECIES,5229450
Ortalis garrula,['Ortalis garrula'],"Ortalis garrula (Humboldt, 1805)",SPECIES,5229446
Ortalis ruficauda,['Ortalis ruficauda'],"Ortalis ruficauda Jardine, 1847",SPECIES,5229447
Ortalis ruficauda ruficrissa,['Ortalis ruficauda ruficrissa'],"Ortalis ruficauda ruficrissa P.L.Sclater & Salvin, 1870",SUBSPECIES,5229448
Ortalis ruficauda ruficauda,['Ortalis ruficauda ruficauda'],Ortalis ruficauda ruficauda,SUBSPECIES,7191402
Ortalis erythroptera,['Ortalis erythroptera'],"Ortalis erythroptera P.L.Sclater & Salvin, 1870",SPECIES,5229435
Ortalis wagleri,['Ortalis wagleri'],"Ortalis wagleri G.R.Gray, 1867",SPECIES,5229452
Ortalis poliocephala,['Ortalis poliocephala'],"Ortalis poliocephala (Wagler, 1830)",SPECIES,5229451
Ortalis canicollis,['Ortalis canicollis'],"Ortalis canicollis (Wagler, 1830)",SPECIES,5229443
Ortalis leucogastra,['Ortalis leucogastra'],"Ortalis leucogastra (Gould, 1843)",SPECIES,5229440
Ortalis columbiana,['Ortalis columbiana'],"Ortalis columbiana Hellmayr, 1906",SPECIES,5229460
Ortalis guttata,['Ortalis guttata'],,,
Ortalis guttata guttata/subaffinis,"['Ortalis guttata guttata', 'Ortalis guttata subaffinis']","['Ortalis guttata guttata', 'Ortalis guttata subaffinis Todd, 1932']","['SUBSPECIES', 'SUBSPECIES']","[7191401, 5229453]"
Ortalis guttata remota,['Ortalis guttata remota'],"Ortalis guttata remota Pinto, 1960",SUBSPECIES,9699033
Ortalis araucuan,['Ortalis araucuan'],"Ortalis araucuan (Spix, 1825)",SPECIES,5229455
Ortalis squamata,['Ortalis squamata'],"Ortalis squamata R.Lesson, 1829",SPECIES,5229457
Ortalis motmot,['Ortalis motmot'],"Ortalis motmot (Linnaeus, 1766)",SPECIES,5229436
Ortalis ruficeps,['Ortalis ruficeps'],"Ortalis ruficeps (Wagler, 1830)",SPECIES,5229438
Ortalis superciliaris,['Ortalis superciliaris'],"Ortalis superciliaris G.R.Gray, 1867",SPECIES,5229442
Penelope argyrotis,['Penelope argyrotis'],"Penelope argyrotis (Bonaparte, 1856)",SPECIES,2482208
Penelope barbata,['Penelope barbata'],"Penelope barbata Chapman, 1921",SPECIES,2482218
Penelope ortoni,['Penelope ortoni'],"Penelope ortoni Salvin, 1874",SPECIES,2482216
Penelope montagnii,['Penelope montagnii'],"Penelope montagnii (Bonaparte, 1856)",SPECIES,2482198
Penelope marail,['Penelope marail'],"Penelope marail (P.L.S.Müller, 1776)",SPECIES,2482220
Penelope superciliaris,['Penelope superciliaris'],"Penelope superciliaris Temminck, 1815",SPECIES,2482204
Penelope superciliaris pseudonyma,['Penelope superciliaris pseudonyma'],"Penelope superciliaris pseudonyma Neumann, 1933",SUBSPECIES,9600343
Penelope superciliaris [superciliaris Group],"['Penelope superciliaris superciliaris', 'Penelope superciliaris jacupemba', 'Penelope superciliaris major']","['Penelope superciliaris superciliaris', 'Penelope superciliaris jacupemba Spix, 1825', 'Penelope superciliaris major A.W.Bertoni, 1901']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7061305, 6177895, 6177894]"
Penelope dabbenei,['Penelope dabbenei'],"Penelope dabbenei Hellmayr & Conover, 1942",SPECIES,2482219
Penelope jacquacu,['Penelope jacquacu'],"Penelope jacquacu Spix, 1825",SPECIES,9462558
Penelope jacquacu granti,['Penelope jacquacu granti'],"Penelope jacquacu granti Berlepsch, 1908",SUBSPECIES,6177878
Penelope jacquacu [jacquacu Group],"['Penelope jacquacu orienticola', 'Penelope jacquacu jacquacu', 'Penelope jacquacu speciosa']","['Penelope jacquacu orienticola Todd, 1932', 'Penelope jacquacu jacquacu', 'Penelope jacquacu speciosa Todd, 1915']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6177879, 9030326, 6177877]"
Penelope purpurascens,['Penelope purpurascens'],"Penelope purpurascens Wagler, 1830",SPECIES,2482225
Penelope perspicax,['Penelope perspicax'],"Penelope perspicax Bangs, 1911",SPECIES,2482224
Penelope albipennis,['Penelope albipennis'],"Penelope albipennis Taczanowski, 1878",SPECIES,2482192
Penelope obscura,['Penelope obscura'],"Penelope obscura Temminck, 1815",SPECIES,2482212
Penelope bridgesi,['Penelope bridgesi'],"Penelope bridgesi G.R.Gray, 1860",SPECIES,7435843
Penelope pileata,['Penelope pileata'],"Penelope pileata Wagler, 1830",SPECIES,2482217
Penelope ochrogaster,['Penelope ochrogaster'],"Penelope ochrogaster Pelzeln, 1870",SPECIES,2482223
Penelope jacucaca,['Penelope jacucaca'],"Penelope jacucaca Spix, 1825",SPECIES,2482211
Pipile pipile,['Pipile pipile'],"Pipile pipile (Jacquin, 1784)",SPECIES,2482300
Pipile cumanensis,['Pipile cumanensis'],"Pipile cumanensis (Jacquin, 1784)",SPECIES,2482310
Pipile grayi,['Pipile grayi'],"Pipile grayi (Pelzeln, 1870)",SPECIES,8307145
Pipile cujubi,['Pipile cujubi'],"Pipile cujubi (Pelzeln, 1858)",SPECIES,2482294
Pipile cujubi nattereri,['Pipile cujubi nattereri'],"Pipile cujubi nattereri Reichenbach, 1861",SUBSPECIES,6177870
Pipile cujubi cujubi,['Pipile cujubi cujubi'],Pipile cujubi cujubi,SUBSPECIES,6177871
Pipile jacutinga,['Pipile jacutinga'],"Pipile jacutinga (Spix, 1825)",SPECIES,2482303
Aburria aburri,['Aburria aburri'],"Aburria aburri (R.Lesson, 1828)",SPECIES,2482313
Chamaepetes unicolor,['Chamaepetes unicolor'],"Chamaepetes unicolor Salvin, 1867",SPECIES,2482182
Chamaepetes goudotii,['Chamaepetes goudotii'],"Chamaepetes goudotii (R.Lesson, 1828)",SPECIES,2482183
Penelopina nigra,['Penelopina nigra'],"Penelopina nigra (Fraser, 1852)",SPECIES,2482286
Oreophasis derbianus,['Oreophasis derbianus'],"Oreophasis derbianus G.R.Gray, 1844",SPECIES,2482289
Nothocrax urumutum,['Nothocrax urumutum'],"Nothocrax urumutum (Spix, 1825)",SPECIES,2482190
Mitu tomentosum,['Mitu tomentosum'],"Mitu tomentosum (Spix, 1825)",SPECIES,2482282
Mitu salvini,['Mitu salvini'],"Mitu salvini Reinhardt, 1879",SPECIES,2482276
Mitu tuberosum,['Mitu tuberosum'],"Mitu tuberosum (Spix, 1825)",SPECIES,2482278
Mitu mitu,['Mitu mitu'],"Mitu mitu (Linnaeus, 1766)",SPECIES,2482280
Pauxi pauxi,['Pauxi pauxi'],"Pauxi pauxi (Linnaeus, 1766)",SPECIES,2482271
Pauxi koepckeae,['Pauxi koepckeae'],"Pauxi koepckeae Weske & Terborgh, 1971",SPECIES,6101193
Pauxi unicornis,['Pauxi unicornis'],"Pauxi unicornis J.Bond & Meyer de Schauensee, 1939",SPECIES,2482267
Crax rubra,['Crax rubra'],"Crax rubra Linnaeus, 1758",SPECIES,2482168
Crax alberti,['Crax alberti'],"Crax alberti Fraser, 1852",SPECIES,2482178
Crax daubentoni,['Crax daubentoni'],"Crax daubentoni G.R.Gray, 1867",SPECIES,2482172
Crax alector,['Crax alector'],"Crax alector Linnaeus, 1766",SPECIES,2482173
Crax globulosa,['Crax globulosa'],"Crax globulosa Spix, 1825",SPECIES,2482171
Crax fasciolata,['Crax fasciolata'],"Crax fasciolata Spix, 1825",SPECIES,2482174
Crax fasciolata pinima,['Crax fasciolata pinima'],"Crax fasciolata pinima Pelzeln, 1870",SUBSPECIES,6177854
Crax fasciolata fasciolata/grayi,"['Crax fasciolata fasciolata', 'Crax fasciolata grayi']","['Crax fasciolata fasciolata', 'Crax fasciolata grayi Ogilvie-Grant, 1893']","['SUBSPECIES', 'SUBSPECIES']","[9757505, 6177855]"
Crax blumenbachii,['Crax blumenbachii'],"Crax blumenbachii Spix, 1825",SPECIES,2482179
Numida meleagris,['Numida meleagris'],"Numida meleagris (Linnaeus, 1758)",SPECIES,2473341
Numida meleagris sabyi,['Numida meleagris sabyi'],"Numida meleagris sabyi E.Hartert, 1919",SUBSPECIES,6179912
Numida meleagris galeatus,['Numida meleagris galeatus'],"Numida meleagris galeatus Pallas, 1767",SUBSPECIES,6179914
Numida meleagris meleagris/somaliensis,"['Numida meleagris meleagris', 'Numida meleagris somaliensis']","['Numida meleagris meleagris', 'Numida meleagris somaliensis Neumann, 1899']","['SUBSPECIES', 'SUBSPECIES']","[7191089, 6179909]"
Numida meleagris reichenowi,['Numida meleagris reichenowi'],"Numida meleagris reichenowi Ogilvie-Grant, 1894",SUBSPECIES,6179915
Numida meleagris [mitratus Group],"['Numida meleagris mitratus', 'Numida meleagris marungensis', 'Numida meleagris papillosus', 'Numida meleagris coronatus']","['Numida meleagris mitratus Pallas, 1764', 'Numida meleagris marungensis Schalow, 1884', 'Numida meleagris papillosus Reichenow, 1894', 'Numida meleagris coronatus Gurney Sr, 1868']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6179913, 6179911, 6179910, 6179908]"
Agelastes meleagrides,['Agelastes meleagrides'],"Agelastes meleagrides Bonaparte, 1850",SPECIES,2473337
Agelastes niger,['Agelastes niger'],"Agelastes niger (Cassin, 1857)",SPECIES,2473336
Acryllium vulturinum,['Acryllium vulturinum'],"Acryllium vulturinum (Hardwicke, 1834)",SPECIES,2473339
Guttera plumifera,['Guttera plumifera'],"Guttera plumifera (Cassin, 1857)",SPECIES,2473332
Guttera pucherani,['Guttera pucherani'],"Guttera pucherani (Hartlaub, 1861)",SPECIES,2473325
Guttera verreauxi,['Guttera verreauxi'],"Guttera verreauxi (D.G.Elliot, 1870)",SPECIES,10900780
Guttera edouardi,['Guttera edouardi'],"Guttera edouardi (Hartlaub, 1867)",SPECIES,2473328
Ptilopachus petrosus,['Ptilopachus petrosus'],"Ptilopachus petrosus (J.F.Gmelin, 1789)",SPECIES,2474089
